Packet_ID,Rx_Time_Sec,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0,0.0554,-29.5417878196,-1.5026925928,14.3521499548,-2.2601635000000004,1.0189061400000001,2.2760457300000003
0,0.0554,7.6378897392,33.9158675324,-10.8490576684,-2.4104338300000006,0.06963747,2.13188395
0,0.0554,-7.0923261864,13.902299306,19.2430793492,-1.9180847000000003,-3.3670327600000007,1.3719803300000002
0,0.0554,-45.3392026248,30.221349438,-6.1351971463999995,-3.2851781900000003,1.8826551100000004,0.9944719400000002
0,0.0554,-4.4315074552,1.2059825903999999,16.1659094856,-2.8123764200000005,2.4886232700000006,-0.5717602800000001
0,0.0554,38.5627290216,-33.02095188,-19.5876458036,-2.5130574700000006,2.36156543,-1.5173638200000001
0,0.0554,-6.675975054,-10.284351534799999,20.9754829116,-2.9333257100000005,1.0250146900000001,-0.7696773000000001
0,0.0554,-45.176490688,-0.861416136,-3.6945180944,-2.5631475800000003,-4.991907060000001,-0.6291806500000001
0,0.0554,-54.675996409999996,19.1856516068,-20.2097796796,-2.9773072700000003,-1.5246940800000002,-0.8209891200000001
0,0.0554,25.6558439172,45.6598408532,13.2466659136,-3.0359493500000005,3.3572590800000004,-1.4501697700000002
0,0.0554,18.2524507928,20.7409862968,12.753744458,-2.5985771700000004,0.18936505000000003,-1.2779086600000003
0,0.0554,0.191425808,20.81755662,-4.331008906,-2.7793902500000005,-1.8337867100000003,-1.2730218200000003
0,0.0554,3.062812928,2.8139593776,3.6945180944,-2.3481266200000004,-3.2509703100000005,-2.1758655100000004
0,0.0554,8.6668034572,10.480562987999999,2.8570301844,-2.1734220900000003,-2.7012008100000005,-2.14410105
0,0.0554,27.2829632852,20.4490619396,-13.1222391384,-2.2674937600000002,-1.5075901400000002,-1.3609849400000003
0,0.0554,-17.70688724,23.062024218799998,-0.0334995164,-2.4727410400000003,-0.30298408000000004,-0.04031643000000001
0,0.0554,-36.8590393304,31.8341118704,10.609775408399999,-2.2723806000000004,2.3603437200000004,0.00855197
0,0.0554,-13.232308977999999,-4.5990050371999995,1.746760498,-2.1966345800000004,5.028558360000001,0.7599036200000001
0,0.0554,51.517470578,-11.868400096,-9.93021379,-2.4971752400000002,3.2815130600000004,-0.5864208000000001
0,0.0554,93.32008139999999,4.3357945512,10.3417792772,-2.29192796,3.2888433200000007,-2.1648701200000002
1,0.1145,47.042892316,16.0414827104,-1.2873385588,-1.6651907300000002,0.7941115000000001,-2.4751844600000004
1,0.1145,10.025926693999999,24.4594326172,16.0845535172,-1.8533340700000003,-3.4684346900000005,-3.1630071900000005
1,0.1145,5.8815579507999995,10.0354979844,17.0225399764,-1.8166827700000003,-3.1788894200000004,-2.5509304800000003
1,0.1145,-36.399617391199996,-3.8045879339999997,-29.857640402799998,-1.9913873000000004,-3.919245680000001,-1.0775482200000002
1,0.1145,-23.7320145468,18.8171569264,-8.3318082932,-1.7910268600000003,-0.8674141000000002,0.8649706800000001
1,0.1145,35.605200288,4.3214376156,13.4572343024,-1.4575000300000003,2.3420180700000004,2.3090319000000004
1,0.1145,4.3166519704,10.1838529856,10.6145610536,-1.5833361600000002,-1.3304421900000003,2.51550089
1,0.1145,-28.1539507116,14.773286732399999,-13.619946239199999,-1.5503499900000002,-3.5551761000000006,2.02926031
1,0.1145,20.1284237112,15.2470656072,4.1922251952,-1.2669132700000003,-0.4947925500000001,1.7775880500000003
1,0.1145,20.8558417816,3.4217363179999998,2.99102825,-0.9785897100000002,-1.1801718600000002,1.9742833600000003
1,0.1145,-42.3003179228,7.441678286,-4.9483571368,-1.1655113400000001,-5.093308990000001,1.9449623200000004
1,0.1145,-43.9274372908,3.9290147092,-5.0297131052,-1.4318441200000003,-3.0432796100000004,2.1905260300000005
1,0.1145,-12.610175102,20.1379950016,-1.9812571128,-1.4648302900000003,-1.6932900600000003,2.3579003000000003
1,0.1145,-7.8149586116,44.6165701996,-11.7056881592,-1.3597632300000002,-1.0506706000000001,1.7409367500000004
1,0.1145,-34.1742923732,19.4584333832,25.4309185928,-1.2437007800000002,0.3518524800000001,1.6529736300000002
1,0.1145,-27.062823606,-10.8921284752,-3.8907295476,-1.1752850200000002,-0.20769070000000003,-0.4447024400000001
1,0.1145,48.2584461968,-16.1946233568,-11.270194446,-1.1801718600000002,3.2961735800000005,-1.6688558600000003
1,0.1145,35.6147715784,-20.0374964524,-4.881358104,-1.23514881,0.43737218000000005,-1.7751446300000002
